model,outcome,predictor,beta,se,ci_lower,ci_upper,t,p,r2,r2_adj,n,predictor_set
WM-RL,alpha_neg,intercept,0.06014281616801731,0.020902097651064686,0.01884447412370248,0.10144115821233214,2.8773579174697725,0.004591592213741231,0.05023448871016256,0.037654813063939474,154,LESS + IES-R
WM-RL,alpha_neg,lec_total,-0.005192260126191587,0.0018442689775214178,-0.008836164787191899,-0.0015483554651912748,-2.8153486229376696,0.005522889935784843,0.05023448871016256,0.037654813063939474,154,LESS + IES-R
WM-RL,alpha_neg,ies_total,3.1879087257756885e-05,0.000329132874682177,-0.0006184212923293029,0.0006821794668448166,0.09685780336753211,0.922967756468755,0.05023448871016256,0.037654813063939474,154,LESS + IES-R
WM-RL,phi,intercept,0.2288493826631376,0.04454455255478429,0.14084298066380674,0.31685578466246844,5.137539149858586,8.422389723792539e-07,0.0016182691946317052,-0.004950031665929888,154,LESS
WM-RL,phi,lec_total,0.002104590903038336,0.004240028971405944,-0.006272408589490699,0.01048159039556737,0.49636238743446087,0.6203557937174,0.0016182691946317052,-0.004950031665929888,154,LESS
WM-RL,phi,intercept,0.18739915160013276,0.02761432131927193,0.1328417046491583,0.24195659855110724,6.786302999572458,2.414207489383803e-10,0.044599063949494644,0.038313531475478224,154,IES-R
WM-RL,phi,ies_total,0.001971751496818857,0.0007402191979451068,0.0005093049221931443,0.00343419807144457,2.6637400141641265,0.00856100519742339,0.044599063949494644,0.038313531475478224,154,IES-R
WM-RL,phi,intercept,0.180232861731848,0.047508281241646466,0.08636605078260896,0.27409967268108704,3.793714632931262,0.0002142292952678313,0.04481714873373266,0.03216572024013964,154,LESS + IES-R
WM-RL,phi,lec_total,0.0007783261206939149,0.004191830443623839,-0.007503887958605983,0.009060540199993812,0.18567690920748495,0.8529473231532435,0.04481714873373266,0.03216572024013964,154,LESS + IES-R
WM-RL,phi,ies_total,0.0019549342971271087,0.0007480845911881944,0.0004768695669397148,0.0034329990273145026,2.613252993250477,0.009875756788693409,0.04481714873373266,0.03216572024013964,154,LESS + IES-R
WM-RL,rho,intercept,0.8712538660415075,0.05377176374889044,0.7650173189153958,0.9774904131676191,16.202813619991876,6.217851460452396e-35,0.012253475747470044,0.005755143351071856,154,LESS
WM-RL,rho,lec_total,-0.007028411679112224,0.005118332614487197,-0.01714067034604694,0.0030838469878224943,-1.3731838488219072,0.17171744767715594,0.012253475747470044,0.005755143351071856,154,LESS
WM-RL,rho,intercept,0.8536726918158257,0.033923814224764245,0.7866496180439339,0.9206957655877176,25.164407697783233,4.528597307246816e-56,0.021060641545145642,0.014620251028995335,154,IES-R
WM-RL,rho,ies_total,-0.0016444108896839311,0.0009093491115122528,-0.0034410064075546397,0.00015218462818677742,-1.8083383695721287,0.07253057116057429,0.021060641545145642,0.014620251028995335,154,IES-R
WM-RL,rho,intercept,0.9089236817808147,0.05810694898514808,0.7941160345101608,1.0237313290514687,15.642254457605961,2.1263775472107928e-33,0.02986193040403895,0.01701241954846322,154,LESS + IES-R
WM-RL,rho,lec_total,-0.006000774385957256,0.005126989892627815,-0.016130675498188606,0.004129126726274095,-1.1704283627681558,0.24367251460609654,0.02986193040403895,0.01701241954846322,154,LESS + IES-R
WM-RL,rho,ies_total,-0.0015147528729854837,0.0009149754956540562,-0.003322560472609963,0.00029305472663899534,-1.6555119565280663,0.09989752626485121,0.02986193040403895,0.01701241954846322,154,LESS + IES-R
WM-RL,capacity,intercept,3.257185522140369,0.29967523341684893,2.665118983164799,3.849252061115939,10.869051422776792,1.014281242475296e-20,0.00228208258697582,-0.004281851080215171,154,LESS
WM-RL,capacity,lec_total,-0.01681932886342465,0.028524962062141234,-0.07317592320049893,0.03953726547364962,-0.5896354507600737,0.5563105132714601,0.00228208258697582,-0.004281851080215171,154,LESS
WM-RL,capacity,intercept,3.0707600783027504,0.19011656563796692,2.695147933996453,3.446372222609048,16.15198585140815,8.420433454465847e-35,0.00010250909683839904,-0.00647576386962978,154,IES-R
